0.680375	-0.917059	-0.207233
-0.211234	0.713679	0.77619
0.566198	-0.601605	0.557755
0.59688	-0.289701	-0.985821
0.823295	-0.308414	0.236524
-0.604897	0.347654	-0.0405837
-0.329554	0.773289	-0.576257
0.536459	0.551553	0.467357
-0.444451	0.641882	-0.154236
0.10794	0.138551	-0.0867385
-0.0452059	-0.566349	-0.651934
0.257742	-0.239003	-0.156682
-0.270431	-0.933435	0.222121
0.0268018	0.757857	-0.870326
0.904459	-0.517485	0.0650675
0.83239	0.696984	0.517453
0.271423	-0.367246	-0.551042
0.434594	0.0109132	-0.296454
-0.716795	-0.238097	0.629268
0.213938	0.453686	0.904069
-0.967399	-0.776015	-0.375173
-0.514226	-0.862185	-0.772112
-0.725537	0.73001	-0.325018
0.608354	0.482244	-0.730391
-0.686642	-0.0711023	-0.823223
-0.198111	0.16047	-0.775098
-0.740419	0.212909	0.914477
-0.782382	-0.414764	0.950474
0.997849	0.782519	0.0380741
-0.563486	0.959326	0.0910949
0.0258648	-0.637233	0.544943
0.678224	0.865461	0.830841
0.22528	0.673005	-0.132715
-0.407937	-0.238837	0.102698
0.275105	-0.42424	0.84502
0.0485744	-0.635409	-0.896191
-0.012834	-0.891184	-0.937886
0.94555	-0.650952	-0.731237
-0.414966	0.916144	0.571166
0.542715	0.750698	-0.0921222
0.05349	0.487599	0.182025
0.539828	-0.650205	0.919232
-0.199543	-0.488305	0.751196
0.783059	0.554165	-0.595854
-0.433371	-0.892348	-0.951094
-0.295083	-0.00578978	-0.183736
0.615449	0.251148	0.921598
0.838053	-0.259593	-0.502136
-0.860489	-0.994877	0.51981
0.898654	-0.986949	0.550866
0.0519907	-0.805907	-0.598067
-0.827888	-0.770892	-0.855363
-0.615572	-0.849134	0.778754
0.326454	0.924103	0.0769149
0.780465	0.711352	-0.585754
-0.302214	0.0797637	0.955531
-0.871657	0.0845733	0.301817
-0.959954	-0.0757388	-0.671277
-0.0845965	0.665	0.906005
-0.873808	-0.132907	-0.660109
-0.52344	-0.116413	0.419818
0.941268	-0.972233	0.450948
